Date,Open,High,Low,Close,Adj Close,Volume,return
2007-01-04,3.00178599357605,3.069643020629883,2.9935710430145264,3.059286117553711,2.593294858932495,847260400,0.021953151142613647
2007-01-05,3.063214063644409,3.078571081161499,3.0142860412597656,3.0374999046325684,2.574826955795288,834741600,-0.007146816559727931
2007-01-08,3.069999933242798,3.0903570652008057,3.0457139015197754,3.052500009536743,2.5875425338745117,797106800,0.004926152856981725
2007-01-09,3.0875000953674316,3.320713996887207,3.0410709381103516,3.3060710430145264,2.8024895191192627,3349298400,0.07979955815608353
2007-01-10,3.3839290142059326,3.492856979370117,3.3375000953674316,3.4642860889434814,2.9366049766540527,2952880000,0.04674608819376047
2007-01-11,3.426429033279419,3.4564290046691895,3.3964290618896484,3.421428918838501,2.9002761840820312,1440252800,-0.012448300135764478
2007-01-12,3.378213882446289,3.3949999809265137,3.3296430110931396,3.379286050796509,2.8645527362823486,1312690400,-0.012393816732798602
2007-01-16,3.4171431064605713,3.4732139110565186,3.4089291095733643,3.4678568840026855,2.939631700515747,1244076400,0.025872330869906923
2007-01-17,3.484286069869995,3.4857139587402344,3.3864290714263916,3.391071081161499,2.874541759490967,1646260000,-0.02239096584349065
2007-01-18,3.289285898208618,3.2896430492401123,3.180356979370117,3.1810710430145264,2.6965291500091553,2364605600,-0.06392787856956539
2007-01-19,3.1653571128845215,3.2017860412597656,3.1471428871154785,3.1607139110565186,2.6792731285095215,1364473600,-0.0064200227622124295
2007-01-22,3.1835711002349854,3.184286117553711,3.058928966522217,3.0996429920196533,2.627504348754883,1454026000,-0.019510982308276636
2007-01-23,3.061785936355591,3.125356912612915,3.053929090499878,3.06071400642395,2.5945048332214355,1207424400,-0.012638716816130824
2007-01-24,3.0957140922546387,3.112499952316284,3.0742859840393066,3.0964291095733643,2.624779224395752,927813600,0.011601323228121796
2007-01-25,3.1110711097717285,3.1607139110565186,3.072499990463257,3.080357074737549,2.611156463623047,905973600,-0.005204023784518563
2007-01-26,3.1110711097717285,3.120357036590576,3.0353569984436035,3.049285888671875,2.5848171710968018,986874000,-0.01013809527828391
2007-01-29,3.0821430683135986,3.0946431159973145,3.054642915725708,3.0692861080169678,2.6017723083496094,901664400,0.006537568108912151
2007-01-30,3.0867860317230225,3.0889289379119873,3.044642925262451,3.055356979370117,2.5899641513824463,577970400,-0.004548559798028373
2007-01-31,3.0307140350341797,3.0714290142059326,3.012500047683716,3.061785936355591,2.5954136848449707,856069200,0.002101948390309305
2007-02-01,3.0796430110931396,3.081070899963379,3.0264289379119873,3.0264289379119873,2.5654423236846924,664342000,-0.01161502892743016
2007-02-02,3.004286050796509,3.044642925262451,2.989285945892334,3.0267860889434814,2.5657448768615723,621530000,0.00011800374852821705
2007-02-05,3.010714054107666,3.043929100036621,2.997857093811035,2.997857093811035,2.541222095489502,578852400,-0.009603628496233085
2007-02-06,3.016071081161499,3.0167860984802246,2.9592859745025635,3.005357027053833,2.5475807189941406,864393600,0.002498640559462695
2007-02-07,3.0171430110931396,3.0850000381469727,2.983928918838501,3.0767860412597656,2.608128547668457,1066825200,0.02348918714072523
2007-02-08,3.0510709285736084,3.0896430015563965,3.0503571033477783,3.07785701751709,2.609037160873413,679030800,0.0003480222192921989
2007-02-09,3.067142963409424,3.078571081161499,2.9717860221862793,2.973928928375244,2.520939588546753,860540800,-0.03434963119151413
2007-02-12,3.01535701751709,3.0421431064605713,2.986785888671875,3.0314290523529053,2.5696818828582764,724071600,0.019150192678797584
2007-02-13,3.041429042816162,3.0460710525512695,3.010714054107666,3.0250000953674316,2.5642309188842773,580986000,-0.0021230197673878237
2007-02-14,3.0225000381469727,3.0585711002349854,3.0203568935394287,3.046428918838501,2.5823960304260254,507981600,0.007058935351624607
2007-02-15,3.051429033279419,3.057857036590576,3.0278570652008057,3.0432140827178955,2.5796711444854736,363661200,-0.0010558374007936244
2007-02-16,3.044642925262451,3.0503571033477783,3.023571014404297,3.0296430587768555,2.568166732788086,399868000,-0.004469410761902992
2007-02-20,3.023214101791382,3.0771429538726807,3.005713939666748,3.067857027053833,2.600559949874878,617702400,0.012534470869553838
2007-02-21,3.070713996887207,3.196070909500122,3.069999933242798,3.18571400642395,2.7004647254943848,1155313600,0.037697160673434205
2007-02-22,3.242856979370117,3.2432138919830322,3.1617860794067383,3.1967859268188477,2.709850311279297,838224800,0.0034694654498819144
2007-02-23,3.184286117553711,3.226428985595703,3.1732139587402344,3.1810710430145264,2.6965291500091553,517893600,-0.004927961125931191
2007-02-26,3.208570957183838,3.2142860889434814,3.1289288997650146,3.1610710620880127,2.6795754432678223,615848800,-0.006307032195974838
2007-02-27,3.0821430683135986,3.109999895095825,2.978929042816162,2.997499942779541,2.5409200191497803,1145813200,-0.05313232503898191
2007-02-28,2.9642860889434814,3.057142972946167,2.9642860889434814,3.0217859745025635,2.5615074634552,919475200,0.008069450044664972
2007-03-01,3.001070976257324,3.1539289951324463,2.9910709857940674,3.109286069869995,2.635679244995117,1415528800,0.028545101436185716
2007-03-02,3.098928928375244,3.1264290809631348,3.0432140827178955,3.0503571033477783,2.585725784301758,860000400,-0.019134473480510117
2007-03-05,3.067500114440918,3.1660709381103516,3.062856912612915,3.0828568935394287,2.6132760047912598,838899600,0.010598063071904473
2007-03-06,3.135714054107666,3.1539289951324463,3.121428966522217,3.1496429443359375,2.669888496398926,723186800,0.02143236550598382
2007-03-07,3.1446430683135986,3.177500009536743,3.12321400642395,3.132857084274292,2.6556591987609863,626284400,-0.005343700733379864
2007-03-08,3.163928985595703,3.1685709953308105,3.1235709190368652,3.142857074737549,2.6641366481781006,511011200,0.0031868879535992267
2007-03-09,3.171428918838501,3.1732139587402344,3.121428966522217,3.1417860984802246,2.6632285118103027,451836000,-0.0003408232538182343
2007-03-12,3.1453568935394287,3.2139289379119873,3.1424999237060547,3.2096428871154785,2.7207491397857666,729408400,0.02136822145861439
2007-03-13,3.193213939666748,3.2357139587402344,3.1571431159973145,3.1571431159973145,2.67624568939209,867890800,-0.016492139374892245
2007-03-14,3.164285898208618,3.2142860889434814,3.140000104904175,3.2142860889434814,2.7246856689453125,796586000,0.017937735256758458
2007-03-15,3.2128570079803467,3.2271430492401123,3.189642906188965,3.1989290714263916,2.711667537689209,559498800,-0.004789188101708808
2007-03-16,3.197856903076172,3.2139289379119873,3.190000057220459,3.1996428966522217,2.7122726440429688,571704000,0.00022312016879788565
2007-03-19,3.2228569984436035,3.2696430683135986,3.1996428966522217,3.254642963409424,2.758894681930542,712961200,0.017043372201254625
2007-03-20,3.262500047683716,3.2799999713897705,3.252142906188965,3.2671430110931396,2.7694904804229736,488916400,0.0038333251165516558
2007-03-21,3.2853569984436035,3.357142925262451,3.273214101791382,3.3524999618530273,2.8418467044830322,686896000,0.025790418694888073
2007-03-22,3.3475000858306885,3.369999885559082,3.3214290142059326,3.3557140827178955,2.844571352005005,561492400,0.0009582643277228353
2007-03-23,3.3339290618896484,3.35964298248291,3.3321430683135986,3.3399999141693115,2.8312504291534424,450884000,-0.004693807831956942
2007-03-26,3.356786012649536,3.424999952316284,3.3321430683135986,3.4232139587402344,2.9017891883850098,864987200,0.024609082508970648
2007-03-27,3.4182140827178955,3.458214044570923,3.392857074737549,3.4092860221862793,2.8899824619293213,932052800,-0.0040769720848876645
2007-03-28,3.38857102394104,3.4071431159973145,3.3267860412597656,3.3299999237060547,2.8227736949920654,942337200,-0.023530610633623272
2007-03-29,3.363929033279419,3.363929033279419,3.293929100036621,3.3482139110565186,2.838214159011841,725723600,0.0054547616962661305
2007-03-30,3.367142915725708,3.3814289569854736,3.3125,3.318213939666748,2.8127830028533936,600558000,-0.009000374586790594
2007-04-02,3.362143039703369,3.3660709857940674,3.322143077850342,3.3446431159973145,2.8351874351501465,501992400,0.007933327917908795
2007-04-03,3.362143039703369,3.401071071624756,3.3485710620880127,3.375,2.860919713973999,583934400,0.00903532821585129
2007-04-04,3.390713930130005,3.3978569507598877,3.361785888671875,3.366786003112793,2.853956699371338,476784000,-0.00243674330445387
2007-04-05,3.36142897605896,3.3814289569854736,3.3399999141693115,3.3814289569854736,2.8663687705993652,355516000,0.004339807472431012
2007-04-09,3.4003570079803467,3.4035708904266357,3.322856903076172,3.3446431159973145,2.8351874351501465,413341600,-0.010938392383828432
2007-04-10,3.3453569412231445,3.366429090499878,3.336071014404297,3.3660709857940674,2.8533496856689453,352466800,0.006386188502980783
2007-04-11,3.3535709381103516,3.3553569316864014,3.297499895095825,3.306786060333252,2.8030951023101807,549018400,-0.017769445679170826
2007-04-12,3.2871429920196533,3.296786069869995,3.240000009536743,3.2925000190734863,2.790985107421875,656675600,-0.004329578504142617
2007-04-13,3.246428966522217,3.2642860412597656,3.2164289951324463,3.2228569984436035,2.7319507598876953,719941600,-0.021378927662931035
2007-04-16,3.23464298248291,3.267857074737549,3.2232139110565186,3.26535701751709,2.767977237701416,609033600,0.013100870850960789
2007-04-17,3.2857139110565186,3.296428918838501,3.203571081161499,3.226785898208618,2.735281229019165,751920400,-0.011882539754509924
2007-04-18,3.2200000286102295,3.244642972946167,3.200000047683716,3.2285709381103516,2.7367942333221436,464044000,0.0005530414483634338
2007-04-19,3.2210710048675537,3.2589290142059326,3.208214044570923,3.223928928375244,2.7328593730926514,425913600,-0.0014388254574166925
2007-04-20,3.2460711002349854,3.2564289569854736,3.233928918838501,3.248929023742676,2.754051923751831,522779600,0.007724631025448181
2007-04-23,3.271070957183838,3.3499999046325684,3.265000104904175,3.3396430015563965,2.8309473991394043,780290000,0.027538504636137162
2007-04-24,3.3557140827178955,3.442500114440918,3.260714054107666,3.3299999237060547,2.8227736949920654,1055252800,-0.002891634433103585
2007-04-25,3.365356922149658,3.4071431159973145,3.3499999046325684,3.4053568840026855,2.8866519927978516,1187144000,0.0223774647760695
2007-04-26,3.627856969833374,3.6607139110565186,3.510714054107666,3.5299999713897705,2.9923102855682373,1737778000,0.03594811698299738
2007-04-27,3.5064289569854736,3.569643020629883,3.488929033279419,3.568571090698242,3.025005578994751,699403600,0.010867398121553018
2007-04-30,3.5746428966522217,3.607142925262451,3.559643030166626,3.56428599357605,3.0213730335235596,616509600,-0.0012015094616562028
2007-05-01,3.556786060333252,3.5839290618896484,3.5196430683135986,3.552500009536743,3.011383295059204,532523600,-0.0033121678265866095
2007-05-02,3.558928966522217,3.5907139778137207,3.552500009536743,3.5853569507598877,3.0392348766326904,505145200,0.009206453276318971
2007-05-03,3.5975000858306885,3.62321400642395,3.5717859268188477,3.585714101791382,3.039537191390991,576077600,9.960883922977004e-05
2007-05-04,3.5999999046325684,3.628571033477783,3.5892860889434814,3.6003570556640625,3.0519497394561768,381987200,0.004075376883565074
2007-05-07,3.609999895095825,3.726785898208618,3.6075000762939453,3.7114291191101074,3.1461031436920166,861557200,0.030383987080614627
